period,fuel-name,state-name,value,value-units
2020,All Fuels,Michigan,19.573585,million metric tons of CO2
2020,Coal,Michigan,0,million metric tons of CO2
2020,Petroleum,Michigan,1.665566,million metric tons of CO2
2020,Natural Gas,Michigan,9.005335,million metric tons of CO2
2020,All Fuels,Michigan,10.670901,million metric tons of CO2
2020,Coal,Michigan,0,million metric tons of CO2
2020,Petroleum,Michigan,42.409108,million metric tons of CO2
2020,Natural Gas,Michigan,1.30656,million metric tons of CO2
2020,All Fuels,Michigan,43.715667,million metric tons of CO2
2020,Coal,Michigan,29.015489,million metric tons of CO2
2020,Petroleum,Michigan,1.139838,million metric tons of CO2
2020,Natural Gas,Michigan,16.80829,million metric tons of CO2
2020,All Fuels,Michigan,46.963617,million metric tons of CO2
2020,Coal,Michigan,2.920734,million metric tons of CO2
2020,Petroleum,Michigan,4.496232,million metric tons of CO2
1986,Coal,Alabama,.235466,million metric tons of CO2
1986,Petroleum,Alabama,.867592,million metric tons of CO2
1986,Natural Gas,Alabama,1.379846,million metric tons of CO2
1986,All Fuels,Alabama,2.482903,million metric tons of CO2
1986,Coal,Alabama,0,million metric tons of CO2
1986,Petroleum,Alabama,23.972317,million metric tons of CO2
1986,Natural Gas,Alabama,.539638,million metric tons of CO2
1986,All Fuels,Alabama,24.511954,million metric tons of CO2
1986,Coal,Alabama,49.645451,million metric tons of CO2
1986,Petroleum,Alabama,.028769,million metric tons of CO2
1986,Natural Gas,Alabama,.060973,million metric tons of CO2
1986,All Fuels,Alabama,49.735193,million metric tons of CO2
1986,Coal,Alabama,12.624926,million metric tons of CO2
1986,Petroleum,Alabama,2.854693,million metric tons of CO2
1986,Natural Gas,Alabama,6.417243,million metric tons of CO2
1986,All Fuels,Alabama,21.896862,million metric tons of CO2
1986,All Fuels,Alabama,101.68011,million metric tons of CO2
1986,Coal,Alabama,62.576136,million metric tons of CO2
1986,Petroleum,Alabama,28.253092,million metric tons of CO2
1986,Natural Gas,Alabama,10.850881,million metric tons of CO2
1987,Coal,Alabama,.073463,million metric tons of CO2
1987,Petroleum,Alabama,.615098,million metric tons of CO2
1987,Natural Gas,Alabama,2.687531,million metric tons of CO2
1987,All Fuels,Alabama,3.376092,million metric tons of CO2
1987,Coal,Alabama,.245837,million metric tons of CO2
1987,Petroleum,Alabama,.831136,million metric tons of CO2
1987,Natural Gas,Alabama,1.225769,million metric tons of CO2
1987,All Fuels,Alabama,2.302742,million metric tons of CO2
1987,Coal,Alabama,0,million metric tons of CO2
1987,Petroleum,Alabama,25.403785,million metric tons of CO2
1987,Natural Gas,Alabama,.644405,million metric tons of CO2
1987,All Fuels,Alabama,26.04819,million metric tons of CO2
1987,Coal,Alabama,48.235395,million metric tons of CO2
1987,Petroleum,Alabama,.025071,million metric tons of CO2
1987,Natural Gas,Alabama,.082393,million metric tons of CO2
1987,All Fuels,Alabama,48.34286,million metric tons of CO2
1987,Coal,Alabama,13.98396,million metric tons of CO2
1987,Petroleum,Alabama,3.179786,million metric tons of CO2
1987,Natural Gas,Alabama,6.442181,million metric tons of CO2
1987,All Fuels,Alabama,23.605927,million metric tons of CO2
1987,All Fuels,Alabama,103.67581,million metric tons of CO2
1987,Coal,Alabama,62.538655,million metric tons of CO2
1987,Petroleum,Alabama,30.054876,million metric tons of CO2
1987,Natural Gas,Alabama,11.082279,million metric tons of CO2
1988,Coal,Alabama,.080569,million metric tons of CO2
1988,Petroleum,Alabama,.634969,million metric tons of CO2
1988,Natural Gas,Alabama,2.668285,million metric tons of CO2
1988,All Fuels,Alabama,3.383823,million metric tons of CO2
1988,Coal,Alabama,.285689,million metric tons of CO2
1988,Petroleum,Alabama,.955899,million metric tons of CO2
1988,Natural Gas,Alabama,1.394426,million metric tons of CO2
1988,All Fuels,Alabama,2.636014,million metric tons of CO2
1988,Coal,Alabama,0,million metric tons of CO2
1988,Petroleum,Alabama,25.706683,million metric tons of CO2
1988,Natural Gas,Alabama,.660894,million metric tons of CO2
1988,All Fuels,Alabama,26.367578,million metric tons of CO2
1988,Coal,Alabama,46.282338,million metric tons of CO2
1988,Petroleum,Alabama,.074844,million metric tons of CO2
1988,Natural Gas,Alabama,.141775,million metric tons of CO2
1988,All Fuels,Alabama,46.498958,million metric tons of CO2
1988,Coal,Alabama,15.148067,million metric tons of CO2
1988,Petroleum,Alabama,3.233935,million metric tons of CO2
1988,Natural Gas,Alabama,7.67621,million metric tons of CO2
1988,All Fuels,Alabama,26.058212,million metric tons of CO2
1988,All Fuels,Alabama,104.944585,million metric tons of CO2
1988,Coal,Alabama,61.796664,million metric tons of CO2
1988,Petroleum,Alabama,30.606331,million metric tons of CO2
1988,Natural Gas,Alabama,12.54159,million metric tons of CO2
1989,Coal,Alabama,.034955,million metric tons of CO2
1989,Petroleum,Alabama,.668032,million metric tons of CO2
1989,Natural Gas,Alabama,2.62783,million metric tons of CO2
1989,All Fuels,Alabama,3.330818,million metric tons of CO2
1989,Coal,Alabama,.131369,million metric tons of CO2
1989,Petroleum,Alabama,.937355,million metric tons of CO2
1989,Natural Gas,Alabama,1.445537,million metric tons of CO2
1989,All Fuels,Alabama,2.514261,million metric tons of CO2
1989,Coal,Alabama,0,million metric tons of CO2
2002,All Fuels,Louisiana,1.944818,million metric tons of CO2
2002,Coal,Louisiana,0,million metric tons of CO2
2002,Petroleum,Louisiana,52.069407,million metric tons of CO2
2002,Natural Gas,Louisiana,2.782451,million metric tons of CO2
2002,All Fuels,Louisiana,54.851858,million metric tons of CO2
2002,Coal,Louisiana,22.037357,million metric tons of CO2
2002,Petroleum,Louisiana,2.035815,million metric tons of CO2
2002,Natural Gas,Louisiana,17.643995,million metric tons of CO2
2002,All Fuels,Louisiana,41.717166,million metric tons of CO2
2002,Coal,Louisiana,.122117,million metric tons of CO2
2002,Petroleum,Louisiana,51.731949,million metric tons of CO2
2002,Natural Gas,Louisiana,51.294589,million metric tons of CO2
2002,All Fuels,Louisiana,103.148655,million metric tons of CO2
2002,All Fuels,Louisiana,204.590314,million metric tons of CO2
2002,Coal,Louisiana,22.159474,million metric tons of CO2
2002,Petroleum,Louisiana,106.61972,million metric tons of CO2
2002,Natural Gas,Louisiana,75.81112,million metric tons of CO2
2003,Coal,Louisiana,0,million metric tons of CO2
2003,Petroleum,Louisiana,.187929,million metric tons of CO2
2003,Natural Gas,Louisiana,2.589497,million metric tons of CO2
2003,All Fuels,Louisiana,2.777426,million metric tons of CO2
2003,Coal,Louisiana,0,million metric tons of CO2
2003,Petroleum,Louisiana,1.059519,million metric tons of CO2
2003,Natural Gas,Louisiana,1.376611,million metric tons of CO2
2003,All Fuels,Louisiana,2.43613,million metric tons of CO2
2003,Coal,Louisiana,0,million metric tons of CO2
2003,Petroleum,Louisiana,52.305555,million metric tons of CO2
2003,Natural Gas,Louisiana,2.578999,million metric tons of CO2
2003,All Fuels,Louisiana,54.884554,million metric tons of CO2
2003,Coal,Louisiana,23.413137,million metric tons of CO2
2003,Petroleum,Louisiana,2.946592,million metric tons of CO2
2003,Natural Gas,Louisiana,12.940061,million metric tons of CO2
2003,All Fuels,Louisiana,39.29979,million metric tons of CO2
2003,Coal,Louisiana,.293957,million metric tons of CO2
2003,Petroleum,Louisiana,51.937896,million metric tons of CO2
2003,Natural Gas,Louisiana,49.993144,million metric tons of CO2
2003,All Fuels,Louisiana,102.224997,million metric tons of CO2
2003,All Fuels,Louisiana,201.622898,million metric tons of CO2
2003,Coal,Louisiana,23.707094,million metric tons of CO2
2003,Petroleum,Louisiana,108.437491,million metric tons of CO2
2003,Natural Gas,Louisiana,69.478312,million metric tons of CO2
2004,Coal,Louisiana,0,million metric tons of CO2
2004,Petroleum,Louisiana,.17202,million metric tons of CO2
2004,Natural Gas,Louisiana,2.341497,million metric tons of CO2
2004,All Fuels,Louisiana,2.513517,million metric tons of CO2
2004,Coal,Louisiana,0,million metric tons of CO2
2004,Petroleum,Louisiana,.808756,million metric tons of CO2
2004,Natural Gas,Louisiana,1.353316,million metric tons of CO2
2004,All Fuels,Louisiana,2.162072,million metric tons of CO2
2004,Coal,Louisiana,0,million metric tons of CO2
2004,Petroleum,Louisiana,51.180905,million metric tons of CO2
2004,Natural Gas,Louisiana,2.470796,million metric tons of CO2
2004,All Fuels,Louisiana,53.651701,million metric tons of CO2
2004,Coal,Louisiana,24.352,million metric tons of CO2
2004,Petroleum,Louisiana,3.446186,million metric tons of CO2
2004,Natural Gas,Louisiana,13.395535,million metric tons of CO2
2004,All Fuels,Louisiana,41.193721,million metric tons of CO2
2004,Coal,Louisiana,.1928,million metric tons of CO2
2004,Petroleum,Louisiana,55.921125,million metric tons of CO2
2004,Natural Gas,Louisiana,52.274498,million metric tons of CO2
2004,All Fuels,Louisiana,108.388424,million metric tons of CO2
2004,All Fuels,Louisiana,207.909435,million metric tons of CO2
2004,Coal,Louisiana,24.5448,million metric tons of CO2
2004,Petroleum,Louisiana,111.528992,million metric tons of CO2
2004,Natural Gas,Louisiana,71.835643,million metric tons of CO2
2005,Coal,Louisiana,0,million metric tons of CO2
2005,Petroleum,Louisiana,.205396,million metric tons of CO2
2005,Natural Gas,Louisiana,2.278375,million metric tons of CO2
2005,All Fuels,Louisiana,2.483771,million metric tons of CO2
2005,Coal,Louisiana,0,million metric tons of CO2
2005,Petroleum,Louisiana,.662666,million metric tons of CO2
2005,Natural Gas,Louisiana,1.388753,million metric tons of CO2
2005,All Fuels,Louisiana,2.051419,million metric tons of CO2
2005,Coal,Louisiana,0,million metric tons of CO2
2005,Petroleum,Louisiana,48.618038,million metric tons of CO2
2005,Natural Gas,Louisiana,2.31655,million metric tons of CO2
2005,All Fuels,Louisiana,50.934588,million metric tons of CO2
2005,Coal,Louisiana,24.089983,million metric tons of CO2
2005,Petroleum,Louisiana,3.430629,million metric tons of CO2
2005,Natural Gas,Louisiana,15.559779,million metric tons of CO2
2005,All Fuels,Louisiana,43.080392,million metric tons of CO2
2005,Coal,Louisiana,.151396,million metric tons of CO2
2005,Petroleum,Louisiana,54.176662,million metric tons of CO2
2005,Natural Gas,Louisiana,49.080755,million metric tons of CO2
2005,All Fuels,Louisiana,103.408813,million metric tons of CO2
2005,All Fuels,Louisiana,201.958984,million metric tons of CO2
2005,Coal,Louisiana,24.241379,million metric tons of CO2
2005,Petroleum,Louisiana,107.093392,million metric tons of CO2
2005,Natural Gas,Louisiana,70.624213,million metric tons of CO2
2006,Coal,Louisiana,0,million metric tons of CO2
2006,Petroleum,Louisiana,.211151,million metric tons of CO2
2006,Natural Gas,Louisiana,1.840271,million metric tons of CO2
2006,All Fuels,Louisiana,2.051422,million metric tons of CO2
2006,Coal,Louisiana,0,million metric tons of CO2
2006,Petroleum,Louisiana,.238514,million metric tons of CO2
2006,Natural Gas,Louisiana,1.224126,million metric tons of CO2
2006,All Fuels,Louisiana,1.46264,million metric tons of CO2
2006,Coal,Louisiana,0,million metric tons of CO2
2006,Petroleum,Louisiana,52.228995,million metric tons of CO2
2006,Natural Gas,Louisiana,2.642358,million metric tons of CO2
2006,All Fuels,Louisiana,54.871353,million metric tons of CO2
2006,Coal,Louisiana,25.144164,million metric tons of CO2
2006,Petroleum,Louisiana,2.136026,million metric tons of CO2
2006,Natural Gas,Louisiana,10.776633,million metric tons of CO2
2006,All Fuels,Louisiana,38.056823,million metric tons of CO2
2006,Coal,Louisiana,.167447,million metric tons of CO2
2006,Petroleum,Louisiana,60.402252,million metric tons of CO2
2006,Natural Gas,Louisiana,53.09106,million metric tons of CO2
2006,All Fuels,Louisiana,113.66076,million metric tons of CO2
2006,All Fuels,Louisiana,210.102998,million metric tons of CO2
2006,Coal,Louisiana,25.311612,million metric tons of CO2
2006,Petroleum,Louisiana,115.216938,million metric tons of CO2
2006,Natural Gas,Louisiana,69.574448,million metric tons of CO2
2007,Coal,Louisiana,0,million metric tons of CO2
2007,Petroleum,Louisiana,.133878,million metric tons of CO2
2007,Natural Gas,Louisiana,2.037187,million metric tons of CO2
2007,All Fuels,Louisiana,2.171066,million metric tons of CO2
2007,Coal,Louisiana,.00019,million metric tons of CO2
2007,Petroleum,Louisiana,1.352213,million metric tons of CO2
2007,Natural Gas,Louisiana,1.308587,million metric tons of CO2
2007,All Fuels,Louisiana,2.66099,million metric tons of CO2
2007,Coal,Louisiana,0,million metric tons of CO2
2007,Petroleum,Louisiana,47.555852,million metric tons of CO2
2007,Natural Gas,Louisiana,2.866261,million metric tons of CO2
2007,All Fuels,Louisiana,50.422113,million metric tons of CO2
2007,Coal,Louisiana,23.676341,million metric tons of CO2
2007,Petroleum,Louisiana,2.363509,million metric tons of CO2
2007,Natural Gas,Louisiana,12.286325,million metric tons of CO2
2007,All Fuels,Louisiana,38.326175,million metric tons of CO2
2007,Coal,Louisiana,.163816,million metric tons of CO2
2007,Petroleum,Louisiana,61.520677,million metric tons of CO2
2007,Natural Gas,Louisiana,55.364392,million metric tons of CO2
2007,All Fuels,Louisiana,117.048885,million metric tons of CO2
2007,All Fuels,Louisiana,210.629229,million metric tons of CO2
2007,Coal,Louisiana,23.840347,million metric tons of CO2
2007,Petroleum,Louisiana,112.926129,million metric tons of CO2
2007,Natural Gas,Louisiana,73.862752,million metric tons of CO2
2008,Coal,Louisiana,0,million metric tons of CO2
1974,Petroleum,Connecticut,12.433896,million metric tons of CO2
1974,Natural Gas,Connecticut,.028684,million metric tons of CO2
1974,All Fuels,Connecticut,12.884883,million metric tons of CO2
1974,Coal,Connecticut,.136939,million metric tons of CO2
1974,Petroleum,Connecticut,6.119599,million metric tons of CO2
1974,Natural Gas,Connecticut,.825845,million metric tons of CO2
1974,All Fuels,Connecticut,7.082383,million metric tons of CO2
1974,All Fuels,Connecticut,45.425744,million metric tons of CO2
1974,Coal,Connecticut,.620221,million metric tons of CO2
1974,Petroleum,Connecticut,41.283823,million metric tons of CO2
1974,Natural Gas,Connecticut,3.5217,million metric tons of CO2
1975,Coal,Connecticut,.014308,million metric tons of CO2
1975,Petroleum,Connecticut,5.843681,million metric tons of CO2
1975,Natural Gas,Connecticut,1.712758,million metric tons of CO2
1975,All Fuels,Connecticut,7.570748,million metric tons of CO2
1975,Coal,Connecticut,.033322,million metric tons of CO2
1975,Petroleum,Connecticut,2.290093,million metric tons of CO2
1975,Natural Gas,Connecticut,.848744,million metric tons of CO2
1975,All Fuels,Connecticut,3.17216,million metric tons of CO2
1975,Coal,Connecticut,0,million metric tons of CO2
1975,Petroleum,Connecticut,13.996272,million metric tons of CO2
1975,Natural Gas,Connecticut,.00228,million metric tons of CO2
1975,All Fuels,Connecticut,13.998552,million metric tons of CO2
1975,Coal,Connecticut,.009702,million metric tons of CO2
1975,Petroleum,Connecticut,10.509264,million metric tons of CO2
1975,Natural Gas,Connecticut,.018292,million metric tons of CO2
1975,All Fuels,Connecticut,10.537257,million metric tons of CO2
1975,Coal,Connecticut,.063785,million metric tons of CO2
1975,Petroleum,Connecticut,5.5533,million metric tons of CO2
1975,Natural Gas,Connecticut,.79229,million metric tons of CO2
1975,All Fuels,Connecticut,6.409376,million metric tons of CO2
1975,All Fuels,Connecticut,41.688093,million metric tons of CO2
1975,Coal,Connecticut,.121118,million metric tons of CO2
1975,Petroleum,Connecticut,38.192611,million metric tons of CO2
1975,Natural Gas,Connecticut,3.374364,million metric tons of CO2
1976,Coal,Connecticut,.013252,million metric tons of CO2
1976,Petroleum,Connecticut,6.506035,million metric tons of CO2
1995,All Fuels,California,26.790623,million metric tons of CO2
1995,Coal,California,.258016,million metric tons of CO2
1995,Petroleum,California,1.818683,million metric tons of CO2
1995,Natural Gas,California,14.952218,million metric tons of CO2
1995,All Fuels,California,17.028917,million metric tons of CO2
1995,Coal,California,0,million metric tons of CO2
1995,Petroleum,California,199.126809,million metric tons of CO2
1995,Natural Gas,California,1.061186,million metric tons of CO2
1995,All Fuels,California,200.187996,million metric tons of CO2
1995,Coal,California,2.217093,million metric tons of CO2
1995,Petroleum,California,1.999689,million metric tons of CO2
1995,Natural Gas,California,32.893648,million metric tons of CO2
1982,All Fuels,Michigan,32.625709,million metric tons of CO2
1982,All Fuels,Michigan,158.235821,million metric tons of CO2
1982,Coal,Michigan,67.24189,million metric tons of CO2
1982,Petroleum,Michigan,50.917737,million metric tons of CO2
1982,Natural Gas,Michigan,40.076195,million metric tons of CO2
1983,Coal,Michigan,.062323,million metric tons of CO2
1983,Petroleum,Michigan,3.325953,million metric tons of CO2
1983,Natural Gas,Michigan,18.769451,million metric tons of CO2
1983,All Fuels,Michigan,22.157727,million metric tons of CO2
1983,Coal,Michigan,.326982,million metric tons of CO2
1983,Petroleum,Michigan,1.51765,million metric tons of CO2
1983,Natural Gas,Michigan,8.809061,million metric tons of CO2
1983,All Fuels,Michigan,10.653693,million metric tons of CO2
1983,Coal,Michigan,0,million metric tons of CO2
1983,Petroleum,Michigan,39.740806,million metric tons of CO2
1983,Natural Gas,Michigan,.433704,million metric tons of CO2
1983,All Fuels,Michigan,40.17451,million metric tons of CO2
1983,Coal,Michigan,50.806879,million metric tons of CO2
1983,Petroleum,Michigan,.640905,million metric tons of CO2
1983,Natural Gas,Michigan,.142518,million metric tons of CO2
1983,All Fuels,Michigan,51.590302,million metric tons of CO2
1983,Coal,Michigan,15.663559,million metric tons of CO2
1976,Natural Gas,Michigan,46.731678,million metric tons of CO2
1977,Coal,Michigan,.233545,million metric tons of CO2
1977,Petroleum,Michigan,9.811308,million metric tons of CO2
1977,Natural Gas,Michigan,16.180166,million metric tons of CO2
1977,All Fuels,Michigan,26.225019,million metric tons of CO2
1977,Coal,Michigan,.600476,million metric tons of CO2
1977,Petroleum,Michigan,2.558729,million metric tons of CO2
1983,Petroleum,Michigan,5.55888,million metric tons of CO2
1983,Natural Gas,Michigan,9.232456,million metric tons of CO2
1983,All Fuels,Michigan,30.454896,million metric tons of CO2
1983,All Fuels,Michigan,155.031129,million metric tons of CO2
1983,Coal,Michigan,66.859744,million metric tons of CO2
1983,Petroleum,Michigan,50.784195,million metric tons of CO2
1983,Natural Gas,Michigan,37.38719,million metric tons of CO2
1984,Coal,Michigan,.129448,million metric tons of CO2
1984,Petroleum,Michigan,3.920046,million metric tons of CO2
1984,Natural Gas,Michigan,18.38389,million metric tons of CO2
1984,All Fuels,Michigan,22.433385,million metric tons of CO2
1984,Coal,Michigan,.551884,million metric tons of CO2
1984,Petroleum,Michigan,1.830132,million metric tons of CO2
1984,Natural Gas,Michigan,8.728524,million metric tons of CO2
1984,All Fuels,Michigan,11.11054,million metric tons of CO2
1984,Coal,Michigan,0,million metric tons of CO2
1984,Petroleum,Michigan,41.258097,million metric tons of CO2
1984,Natural Gas,Michigan,.581417,million metric tons of CO2
1984,All Fuels,Michigan,41.839514,million metric tons of CO2
1984,Coal,Michigan,54.367828,million metric tons of CO2
1984,Petroleum,Michigan,.602905,million metric tons of CO2
1984,Natural Gas,Michigan,.304812,million metric tons of CO2
1984,All Fuels,Michigan,55.275545,million metric tons of CO2
1984,Coal,Michigan,15.732296,million metric tons of CO2
1985,Natural Gas,Maine,.000583,million metric tons of CO2
1985,All Fuels,Maine,6.720381,million metric tons of CO2
1985,Coal,Maine,0,million metric tons of CO2
1985,Petroleum,Maine,1.632716,million metric tons of CO2
1985,Natural Gas,Maine,0,million metric tons of CO2
1985,All Fuels,Maine,1.632716,million metric tons of CO2
1985,Coal,Maine,.369367,million metric tons of CO2
1985,Petroleum,Maine,1.937438,million metric tons of CO2
1985,Natural Gas,Maine,.044909,million metric tons of CO2
1985,All Fuels,Maine,2.351714,million metric tons of CO2
1985,All Fuels,Maine,14.771797,million metric tons of CO2
1985,Coal,Maine,.483643,million metric tons of CO2
1985,Petroleum,Maine,14.151361,million metric tons of CO2
1985,Natural Gas,Maine,.136792,million metric tons of CO2
1986,Coal,Maine,.034763,million metric tons of CO2
1986,Petroleum,Maine,3.06043,million metric tons of CO2
1986,Natural Gas,Maine,.029638,million metric tons of CO2
1986,All Fuels,Maine,3.124831,million metric tons of CO2
1986,Coal,Maine,.116292,million metric tons of CO2
1986,Petroleum,Maine,1.562042,million metric tons of CO2
1986,Natural Gas,Maine,.066381,million metric tons of CO2
1986,All Fuels,Maine,1.744715,million metric tons of CO2
1986,Coal,Maine,0,million metric tons of CO2
1986,Petroleum,Maine,7.206223,million metric tons of CO2
1986,Natural Gas,Maine,.000424,million metric tons of CO2
1986,All Fuels,Maine,7.206647,million metric tons of CO2
1986,Coal,Maine,0,million metric tons of CO2
1986,Petroleum,Maine,2.072282,million metric tons of CO2
1986,Natural Gas,Maine,0,million metric tons of CO2
1986,All Fuels,Maine,2.072282,million metric tons of CO2
1986,Coal,Maine,.73069,million metric tons of CO2
1986,Petroleum,Maine,3.667272,million metric tons of CO2
1986,Natural Gas,Maine,.037002,million metric tons of CO2
1986,All Fuels,Maine,4.434963,million metric tons of CO2
1986,All Fuels,Maine,18.583438,million metric tons of CO2
1986,Coal,Maine,.881745,million metric tons of CO2
1986,Petroleum,Maine,17.568248,million metric tons of CO2
1986,Natural Gas,Maine,.133445,million metric tons of CO2
1987,Coal,Maine,.027657,million metric tons of CO2
1987,Petroleum,Maine,3.063405,million metric tons of CO2
1987,Natural Gas,Maine,.029108,million metric tons of CO2
1987,All Fuels,Maine,3.12017,million metric tons of CO2
1987,Coal,Maine,.092669,million metric tons of CO2
1987,Petroleum,Maine,1.230441,million metric tons of CO2
1987,Natural Gas,Maine,.068926,million metric tons of CO2
1987,All Fuels,Maine,1.392035,million metric tons of CO2
1987,Coal,Maine,0,million metric tons of CO2
1987,Petroleum,Maine,7.750554,million metric tons of CO2
1987,Natural Gas,Maine,.000583,million metric tons of CO2
1987,All Fuels,Maine,7.751137,million metric tons of CO2
1987,Coal,Maine,0,million metric tons of CO2
1987,Petroleum,Maine,2.052823,million metric tons of CO2
1987,Natural Gas,Maine,0,million metric tons of CO2
1987,All Fuels,Maine,2.052823,million metric tons of CO2
1987,Coal,Maine,.529587,million metric tons of CO2
1987,Petroleum,Maine,2.544863,million metric tons of CO2
1987,Natural Gas,Maine,.044909,million metric tons of CO2
1987,All Fuels,Maine,3.119359,million metric tons of CO2
1987,All Fuels,Maine,17.435524,million metric tons of CO2
1987,Coal,Maine,.649912,million metric tons of CO2
1987,Petroleum,Maine,16.642086,million metric tons of CO2
1987,Natural Gas,Maine,.143526,million metric tons of CO2
1988,Coal,Maine,.020358,million metric tons of CO2
1988,Petroleum,Maine,3.397853,million metric tons of CO2
1988,Natural Gas,Maine,.030911,million metric tons of CO2
1988,All Fuels,Maine,3.449122,million metric tons of CO2
1988,Coal,Maine,.072215,million metric tons of CO2
1988,Petroleum,Maine,2.003456,million metric tons of CO2
1988,Natural Gas,Maine,.07953,million metric tons of CO2
1988,All Fuels,Maine,2.155201,million metric tons of CO2
1988,Coal,Maine,0,million metric tons of CO2
1988,Petroleum,Maine,8.775699,million metric tons of CO2
1988,Natural Gas,Maine,.000318,million metric tons of CO2
1988,All Fuels,Maine,8.776017,million metric tons of CO2
1988,Coal,Maine,0,million metric tons of CO2
1988,Petroleum,Maine,2.314041,million metric tons of CO2
1988,Natural Gas,Maine,0,million metric tons of CO2
1988,All Fuels,Maine,2.314041,million metric tons of CO2
1988,Coal,Maine,.562331,million metric tons of CO2
1988,Petroleum,Maine,3.120469,million metric tons of CO2
1988,Natural Gas,Maine,.06047,million metric tons of CO2
1988,All Fuels,Maine,3.74327,million metric tons of CO2
1988,All Fuels,Maine,20.437651,million metric tons of CO2
1988,Coal,Maine,.654904,million metric tons of CO2
1988,Petroleum,Maine,19.611518,million metric tons of CO2
1988,Natural Gas,Maine,.171229,million metric tons of CO2
1989,Coal,Maine,.01306,million metric tons of CO2
1989,Petroleum,Maine,3.182971,million metric tons of CO2
1989,Natural Gas,Maine,.033933,million metric tons of CO2
1989,All Fuels,Maine,3.229964,million metric tons of CO2
1989,Coal,Maine,.048975,million metric tons of CO2
1989,Petroleum,Maine,1.88571,million metric tons of CO2
1989,Natural Gas,Maine,.088225,million metric tons of CO2
1989,All Fuels,Maine,2.02291,million metric tons of CO2
1989,Coal,Maine,0,million metric tons of CO2
1989,Petroleum,Maine,7.876199,million metric tons of CO2
1989,Natural Gas,Maine,.000318,million metric tons of CO2
1989,All Fuels,Maine,7.876517,million metric tons of CO2
1989,Coal,Maine,0,million metric tons of CO2
1989,Petroleum,Maine,2.450507,million metric tons of CO2
1989,Natural Gas,Maine,.012831,million metric tons of CO2
1989,All Fuels,Maine,2.463338,million metric tons of CO2
1989,Coal,Maine,.578325,million metric tons of CO2
1989,Petroleum,Maine,2.882726,million metric tons of CO2
1989,Natural Gas,Maine,.069847,million metric tons of CO2
1989,All Fuels,Maine,3.530898,million metric tons of CO2
1989,All Fuels,Maine,19.123626,million metric tons of CO2
1989,Coal,Maine,.64036,million metric tons of CO2
1989,Petroleum,Maine,18.278112,million metric tons of CO2
1989,Natural Gas,Maine,.205154,million metric tons of CO2
1990,Coal,Maine,.02055,million metric tons of CO2
1990,Petroleum,Maine,2.934602,million metric tons of CO2
1990,Natural Gas,Maine,.034516,million metric tons of CO2
1990,All Fuels,Maine,2.989668,million metric tons of CO2
1990,Coal,Maine,.082394,million metric tons of CO2
1990,Petroleum,Maine,2.061658,million metric tons of CO2
1990,Natural Gas,Maine,.089392,million metric tons of CO2
1990,All Fuels,Maine,2.233444,million metric tons of CO2
1990,Coal,Maine,0,million metric tons of CO2
1990,Petroleum,Maine,8.260923,million metric tons of CO2
1990,Natural Gas,Maine,.000265,million metric tons of CO2
1990,All Fuels,Maine,8.261188,million metric tons of CO2
1990,Coal,Maine,.362192,million metric tons of CO2
1990,Petroleum,Maine,1.68967,million metric tons of CO2
1990,Natural Gas,Maine,.010392,million metric tons of CO2
1990,All Fuels,Maine,2.062253,million metric tons of CO2
1990,Coal,Maine,.523625,million metric tons of CO2
1990,Petroleum,Maine,2.722635,million metric tons of CO2
1990,Natural Gas,Maine,.103098,million metric tons of CO2
1990,All Fuels,Maine,3.349357,million metric tons of CO2
1990,All Fuels,Maine,18.89591,million metric tons of CO2
1990,Coal,Maine,.98876,million metric tons of CO2
1990,Petroleum,Maine,17.669488,million metric tons of CO2
1990,Natural Gas,Maine,.237662,million metric tons of CO2
1991,Coal,Maine,.005683,million metric tons of CO2
2008,Petroleum,Kentucky,10.699664,million metric tons of CO2
2008,Natural Gas,Kentucky,5.843824,million metric tons of CO2
2008,All Fuels,Kentucky,21.932976,million metric tons of CO2
2008,All Fuels,Kentucky,155.808268,million metric tons of CO2
2008,Coal,Kentucky,97.737087,million metric tons of CO2
2008,Petroleum,Kentucky,45.933565,million metric tons of CO2
2008,Natural Gas,Kentucky,12.137616,million metric tons of CO2
2009,Coal,Kentucky,0,million metric tons of CO2
2009,Petroleum,Kentucky,.797275,million metric tons of CO2
2009,Natural Gas,Kentucky,2.84978,million metric tons of CO2
2009,All Fuels,Kentucky,3.647055,million metric tons of CO2
2009,Coal,Kentucky,.123495,million metric tons of CO2
2009,Petroleum,Kentucky,.281885,million metric tons of CO2
2009,Natural Gas,Kentucky,1.948824,million metric tons of CO2
2009,All Fuels,Kentucky,2.354205,million metric tons of CO2
2009,Coal,Kentucky,0,million metric tons of CO2
2009,Petroleum,Kentucky,31.396835,million metric tons of CO2
2009,Natural Gas,Kentucky,.690851,million metric tons of CO2
2009,All Fuels,Kentucky,32.087686,million metric tons of CO2
2009,Coal,Kentucky,85.205493,million metric tons of CO2
2009,Petroleum,Kentucky,2.312555,million metric tons of CO2
2009,Natural Gas,Kentucky,.456447,million metric tons of CO2
2009,All Fuels,Kentucky,87.974494,million metric tons of CO2
2009,Coal,Kentucky,4.068878,million metric tons of CO2
2009,Petroleum,Kentucky,10.693159,million metric tons of CO2
2009,Natural Gas,Kentucky,5.196519,million metric tons of CO2
2009,All Fuels,Kentucky,19.958555,million metric tons of CO2
